Type noeud	Nom noeud	Type pere	Nom pere
_	7788 - Produits exceptionnels divers	_	778 - Autres produits exceptionnels
_	78 - REPRISES SUR AMORTISSEMENTS ET PROVISIONS	_	7 - COMPTES DE PRODUITS
_	781 - Reprises sur amortissements et provisions - Produits de fonctionnement courant	_	78 - REPRISES SUR AMORTISSEMENTS ET PROVISIONS
_	7811 - Reprises sur amortissements des immobilisations incorporelles et corporelles	_	781 - Reprises sur amortissements et provisions - Produits de fonctionnement courant
_	7815 - Reprises sur provisions pour risques et charges de fonctionnement courant	_	781 - Reprises sur amortissements et provisions - Produits de fonctionnement courant
_	7816 - Reprises sur provisions pour dépréciation des immobilisations incorporelles et corporelles	_	781 - Reprises sur amortissements et provisions - Produits de fonctionnement courant
_	7817 - Reprises sur provisions pour dépréciation des actifs circulants	_	781 - Reprises sur amortissements et provisions - Produits de fonctionnement courant
_	786 - Reprises sur provisions - Produits financiers	_	78 - REPRISES SUR AMORTISSEMENTS ET PROVISIONS
_	7865 - Reprises sur provisions pour risques et charges financiers	_	786 - Reprises sur provisions - Produits financiers
_	7866 - Reprises sur provisions pour dépréciation des éléments financiers	_	786 - Reprises sur provisions - Produits financiers
_	787 - Reprises sur provisions - Produits exceptionnels	_	78 - REPRISES SUR AMORTISSEMENTS ET PROVISIONS
_	7875 - Reprises sur provisions pour risques et charges exceptionnels	_	787 - Reprises sur provisions - Produits exceptionnels
_	7876 - Reprises sur provisions pour dépréciations exceptionnelles	_	787 - Reprises sur provisions - Produits exceptionnels
_	79 - TRANSFERTS DE CHARGES	_	7 - COMPTES DE PRODUITS
_	791 - Transferts de charges de gestion courante	_	79 - TRANSFERTS DE CHARGES
_	796 - Transferts de charges financières	_	79 - TRANSFERTS DE CHARGES
_	797 - Transferts de charges exceptionnelles	_	79 - TRANSFERTS DE CHARGES
_	8 - COMPTES SPECIAUX	_	M14_2014
_	80 - ENGAGEMENTS HORS BILAN	_	8 - COMPTES SPECIAUX
_	801 - Engagements donnés par la collectivité ou l'établissement	_	80 - ENGAGEMENTS HORS BILAN
_	8015 - Engagement sur garanties d'emprunt	_	801 - Engagements donnés par la collectivité ou l'établissement
_	8016 - Redevances de crédit-bail restant à courir	_	801 - Engagements donnés par la collectivité ou l'établissement
_	80161 - Crédit-bail mobilier	_	8016 - Redevances de crédit-bail restant à courir
_	80165 - Crédit-bail immobilier	_	8016 - Redevances de crédit-bail restant à courir
_	8017 - Subventions à verser par annuités (annuités restant à courir)	_	801 - Engagements donnés par la collectivité ou l'établissement
_	8018 - Autres engagements donnés	_	801 - Engagements donnés par la collectivité ou l'établissement
_	802 - Engagements reçus par la collectivité ou l'établissement	_	80 - ENGAGEMENTS HORS BILAN
_	8026 - Redevances de crédit-bail restant à recevoir	_	802 - Engagements reçus par la collectivité ou l'établissement
_	80265 - Crédit-bail immobilier	_	8026 - Redevances de crédit-bail restant à recevoir
_	8027 - Subventions à recevoir par annuités (annuités restant à recevoir)	_	802 - Engagements reçus par la collectivité ou l'établissement
_	8028 - Autres engagements reçus	_	802 - Engagements reçus par la collectivité ou l'établissement
_	86 - VALEURS INACTIVES	_	8 - COMPTES SPECIAUX
_	861 - Comptes de position : titres et valeurs en portefeuille	_	86 - VALEURS INACTIVES
_	862 - Comptes de position : titres et valeurs chez les correspondants	_	86 - VALEURS INACTIVES
_	863 - Comptes de prise en charge	_	86 - VALEURS INACTIVES
